kolo,dan,datum,ura,lestvica_domaci,domaca_ekipa,lestvica_gostje,gostujoca_ekipa,zadetki_domaci,zadetki_gostje,drzava,sezona
1,petek,8/24/18,8:30 PM,2,FC Bayern ,15,TSG Hoffenheim,3,1,Germany,19
1,sobota,8/25/18,3:30 PM,7,Hertha BSC,14,1.FC Nuremberg,1,0,Germany,19
1,sobota,8/25/18,3:30 PM,9,Werder Bremen,10,Hannover 96,1,1,Germany,19
1,sobota,8/25/18,3:30 PM,17,SC Freiburg,3,E. Frankfurt,0,2,Germany,19
1,sobota,8/25/18,3:30 PM,6,VfL Wolfsburg,11,FC Schalke 04,2,1,Germany,19
1,sobota,8/25/18,3:30 PM,12,F. Düsseldorf,5,FC Augsburg,1,2,Germany,19
1,sobota,8/25/18,6:30 PM,4,Bor. M'gladbach,16,Bay. Leverkusen,2,0,Germany,19
1,nedelja,8/26/18,3:30 PM,8,1.FSV Mainz 05,13,VfB Stuttgart,1,0,Germany,19
1,nedelja,8/26/18,6:00 PM,1,Bor. Dortmund,18,RB Leipzig,4,1,Germany,19
2,petek,8/31/18,8:30 PM,10,Hannover 96,1,Bor. Dortmund,0,0,Germany,19
2,sobota,9/1/18,3:30 PM,14,1.FC Nuremberg,8,1.FSV Mainz 05,1,1,Germany,19
2,sobota,9/1/18,3:30 PM,15,TSG Hoffenheim,17,SC Freiburg,3,1,Germany,19
2,sobota,9/1/18,3:30 PM,16,Bay. Leverkusen,6,VfL Wolfsburg,1,3,Germany,19
2,sobota,9/1/18,3:30 PM,3,E. Frankfurt,9,Werder Bremen,1,2,Germany,19
2,sobota,9/1/18,3:30 PM,5,FC Augsburg,4,Bor. M'gladbach,1,1,Germany,19
2,sobota,9/1/18,6:30 PM,13,VfB Stuttgart,2,FC Bayern ,0,3,Germany,19
2,nedelja,9/2/18,3:30 PM,18,RB Leipzig,12,F. Düsseldorf,1,1,Germany,19
2,nedelja,9/2/18,6:00 PM,11,FC Schalke 04,7,Hertha BSC,0,2,Germany,19
3,petek,9/14/18,8:30 PM,4,Bor. Dortmund,9,E. Frankfurt,3,1,Germany,19
