kolo,dan,datum,ura,lestvica_domaci,domaca_ekipa,lestvica_gostje,gostujoca_ekipa,zadetki_domaci,zadetki_gostje,drzava,sezona
1,petek,8/16/19,8:30 PM,8,FC Bayern ,9,Hertha BSC,2,2,Germany,18
1,sobota,8/17/19,3:30 PM,1,Bor. Dortmund,17,FC Augsburg,5,1,Germany,18
1,sobota,8/17/19,3:30 PM,5,Bay. Leverkusen,12,SC Paderborn,3,2,Germany,18
1,sobota,8/17/19,3:30 PM,6,VfL Wolfsburg,13,1. FC Köln,2,1,Germany,18
1,sobota,8/17/19,3:30 PM,15,Werder Bremen,4,F. Düsseldorf,1,3,Germany,18
1,sobota,8/17/19,3:30 PM,3,SC Freiburg,16,1.FSV Mainz 05,3,0,Germany,18
1,sobota,8/17/19,6:30 PM,10,Bor. M'gladbach,11,FC Schalke 04,0,0,Germany,18
1,nedelja,8/18/19,3:30 PM,7,E. Frankfurt,14,TSG Hoffenheim,1,0,Germany,18
1,nedelja,8/18/19,6:00 PM,18,Union Berlin,2,RB Leipzig,0,4,Germany,18
2,petek,8/23/19,8:30 PM,13,1. FC Köln,1,Bor. Dortmund,1,3,Germany,18
2,sobota,8/24/19,3:30 PM,14,TSG Hoffenheim,15,Werder Bremen,3,2,Germany,18
2,sobota,8/24/19,3:30 PM,4,F. Düsseldorf,5,Bay. Leverkusen,1,3,Germany,18
2,sobota,8/24/19,3:30 PM,16,1.FSV Mainz 05,10,Bor. M'gladbach,1,3,Germany,18
2,sobota,8/24/19,3:30 PM,17,FC Augsburg,18,Union Berlin,1,1,Germany,18
2,sobota,8/24/19,3:30 PM,12,SC Paderborn,3,SC Freiburg,1,3,Germany,18
2,sobota,8/24/19,6:30 PM,11,FC Schalke 04,8,FC Bayern ,0,3,Germany,18
2,nedelja,8/25/19,3:30 PM,2,RB Leipzig,7,E. Frankfurt,2,1,Germany,18
2,nedelja,8/25/19,6:00 PM,9,Hertha BSC,6,VfL Wolfsburg,0,3,Germany,18
3,petek,8/30/19,8:30 PM,7,Bor. M'gladbach,2,RB Leipzig,1,3,Germany,18
3,sobota,8/31/19,3:30 PM,6,FC Bayern ,18,1.FSV Mainz 05,6,1,Germany,18
3,sobota,8/31/19,3:30 PM,5,Bay. Leverkusen,9,TSG Hoffenheim,0,0,Germany,18
3,sobota,8/31/19,3:30 PM,4,VfL Wolfsburg,16,SC Paderborn,1,1,Germany,18
3,sobota,8/31/19,3:30 PM,3,SC Freiburg,17,1. FC Köln,1,2,Germany,18
3,sobota,8/31/19,3:30 PM,12,FC Schalke 04,11,Hertha BSC,3,0,Germany,18
3,sobota,8/31/19,6:30 PM,14,Union Berlin,1,Bor. Dortmund,3,1,Germany,18
3,nedelja,9/1/19,3:30 PM,15,Werder Bremen,13,FC Augsburg,3,2,Germany,18
3,nedelja,9/1/19,6:00 PM,10,E. Frankfurt,8,F. Düsseldorf,2,1,Germany,18
4,petek,9/13/19,8:30 PM,12,F. Düsseldorf,3,VfL Wolfsburg,1,1,Germany,18
4,sobota,9/14/19,3:30 PM,5,Bor. Dortmund,4,Bay. Leverkusen,4,0,Germany,18
4,sobota,9/14/19,3:30 PM,18,1.FSV Mainz 05,17,Hertha BSC,2,1,Germany,18
4,sobota,9/14/19,3:30 PM,16,FC Augsburg,7,E. Frankfurt,2,1,Germany,18
4,sobota,9/14/19,3:30 PM,14,1. FC Köln,8,Bor. M'gladbach,0,1,Germany,18
4,sobota,9/14/19,3:30 PM,11,Union Berlin,13,Werder Bremen,1,2,Germany,18
4,sobota,9/14/19,6:30 PM,1,RB Leipzig,2,FC Bayern ,1,1,Germany,18
4,nedelja,9/15/19,3:30 PM,9,TSG Hoffenheim,6,SC Freiburg,0,3,Germany,18
4,nedelja,9/15/19,6:00 PM,15,SC Paderborn,10,FC Schalke 04,1,5,Germany,18
5,petek,9/20/19,8:30 PM,6,FC Schalke 04,16,1.FSV Mainz 05,2,1,Germany,18
5,sobota,9/21/19,3:30 PM,4,FC Bayern ,15,1. FC Köln,4,0,Germany,18
5,sobota,9/21/19,3:30 PM,8,Bay. Leverkusen,12,Union Berlin,2,0,Germany,18
5,sobota,9/21/19,3:30 PM,18,Hertha BSC,17,SC Paderborn,2,1,Germany,18
5,sobota,9/21/19,3:30 PM,3,SC Freiburg,14,FC Augsburg,1,1,Germany,18
5,sobota,9/21/19,6:30 PM,10,Werder Bremen,1,RB Leipzig,0,3,Germany,18
5,nedelja,9/22/19,3:30 PM,7,Bor. M'gladbach,11,F. Düsseldorf,2,1,Germany,18
5,nedelja,9/22/19,6:00 PM,9,E. Frankfurt,2,Bor. Dortmund,2,2,Germany,18
5,ponedeljek,9/23/19,8:30 PM,5,VfL Wolfsburg,13,TSG Hoffenheim,1,1,Germany,18
6,petek,9/27/19,8:30 PM,14,Union Berlin,9,E. Frankfurt,1,2,Germany,18
6,sobota,9/28/19,3:30 PM,1,RB Leipzig,5,FC Schalke 04,1,3,Germany,18
6,sobota,9/28/19,3:30 PM,11,TSG Hoffenheim,6,Bor. M'gladbach,0,3,Germany,18
6,sobota,9/28/19,3:30 PM,17,1.FSV Mainz 05,8,VfL Wolfsburg,0,1,Germany,18
6,sobota,9/28/19,3:30 PM,12,FC Augsburg,7,Bay. Leverkusen,0,3,Germany,18
6,sobota,9/28/19,3:30 PM,18,SC Paderborn,2,FC Bayern ,2,3,Germany,18
6,sobota,9/28/19,6:30 PM,3,Bor. Dortmund,10,Werder Bremen,2,2,Germany,18
6,nedelja,9/29/19,3:30 PM,13,F. Düsseldorf,4,SC Freiburg,1,2,Germany,18
6,nedelja,9/29/19,6:00 PM,16,1. FC Köln,15,Hertha BSC,0,4,Germany,18
7,petek,10/4/19,8:30 PM,10,Hertha BSC,14,F. Düsseldorf,3,1,Germany,18
7,sobota,10/5/19,3:30 PM,1,FC Bayern ,12,TSG Hoffenheim,1,2,Germany,18
7,sobota,10/5/19,3:30 PM,6,Bay. Leverkusen,2,RB Leipzig,1,1,Germany,18
7,sobota,10/5/19,3:30 PM,3,SC Freiburg,8,Bor. Dortmund,2,2,Germany,18
7,sobota,10/5/19,3:30 PM,18,SC Paderborn,16,1.FSV Mainz 05,1,2,Germany,18
7,sobota,10/5/19,6:30 PM,4,FC Schalke 04,17,1. FC Köln,1,1,Germany,18
7,nedelja,10/6/19,1:30 PM,5,Bor. M'gladbach,13,FC Augsburg,5,1,Germany,18
