kolo,dan,datum,ura,lestvica_domaci,domaca_ekipa,lestvica_gostje,gostujoca_ekipa,zadetki_domaci,zadetki_gostje,drzava,sezona
1,petek,8/9/19,9:30 PM,13,Portimonense,11,Belenenses SAD,0,0,Portugal,19
1,sobota,8/10/19,5:30 PM,17,Santa Clara,3,Famalicão,0,2,Portugal,19
1,sobota,8/10/19,8:00 PM,5,Gil Vicente,14,FC Porto,2,1,Portugal,19
1,sobota,8/10/19,10:30 PM,1,Benfica,18,Paços Ferreira,5,0,Portugal,19
1,nedelja,8/11/19,5:00 PM,4,Boavista,15,Desportivo Aves,2,1,Portugal,19
1,nedelja,8/11/19,7:30 PM,9,Marítimo,6,Sporting CP,1,1,Portugal,19
1,nedelja,8/11/19,10:00 PM,2,SC Braga,16,Moreirense ,3,1,Portugal,19
1,ponedeljek,8/12/19,9:15 PM,10,Vitória Setúbal,12,Tondela,0,0,Portugal,19
1,nedelja,9/8/19,4:00 PM,8,Rio Ave FC,7,Vit. Guimarães,1,1,Portugal,19
2,petek,8/16/19,9:30 PM,3,Famalicão,8,Rio Ave FC,1,0,Portugal,19
2,sobota,8/17/19,5:30 PM,16,Moreirense ,5,Gil Vicente,3,0,Portugal,19
2,sobota,8/17/19,8:00 PM,11,Belenenses SAD,1,Benfica,0,2,Portugal,19
2,sobota,8/17/19,10:30 PM,14,FC Porto,10,Vitória Setúbal,4,0,Portugal,19
2,nedelja,8/18/19,5:00 PM,18,Paços Ferreira,17,Santa Clara,0,1,Portugal,19
2,nedelja,8/18/19,5:00 PM,15,Desportivo Aves,9,Marítimo,3,1,Portugal,19
2,nedelja,8/18/19,7:30 PM,7,Vit. Guimarães,4,Boavista,1,1,Portugal,19
2,nedelja,8/18/19,10:00 PM,6,Sporting CP,2,SC Braga,2,1,Portugal,19
2,ponedeljek,8/19/19,9:15 PM,12,Tondela,13,Portimonense,1,2,Portugal,19
3,petek,8/23/19,8:00 PM,17,Vitória Setúbal,9,Moreirense ,0,0,Portugal,19
3,petek,8/23/19,10:15 PM,13,Rio Ave FC,6,Desportivo Aves,5,1,Portugal,19
3,sobota,8/24/19,8:00 PM,1,Benfica,11,FC Porto,0,2,Portugal,19
