kolo,dan,datum,ura,lestvica_domaci,domaca_ekipa,lestvica_gostje,gostujoca_ekipa,zadetki_domaci,zadetki_gostje,drzava,sezona
1,petek,8/17/18,8:15 PM,12,Girona,13,Real Valladolid,0,0,Spain,18
1,petek,8/17/18,10:15 PM,20,Real Betis,3,Levante,0,3,Spain,18
1,sobota,8/18/18,6:15 PM,9,Celta de Vigo,10,Espanyol,1,1,Spain,18
1,sobota,8/18/18,8:15 PM,16,Villarreal,6,Real Sociedad,1,2,Spain,18
1,sobota,8/18/18,10:15 PM,2,Barcelona,19,Alavés,3,0,Spain,18
1,nedelja,8/19/18,6:15 PM,15,SD Eibar,7,SD Huesca,1,2,Spain,18
1,nedelja,8/19/18,8:15 PM,18,Rayo Vallecano,1,Sevilla FC,1,4,Spain,18
1,nedelja,8/19/18,10:15 PM,4,Real Madrid,17,Getafe,2,0,Spain,18
1,ponedeljek,8/20/18,8:00 PM,11,Valencia,8,Atlético Madrid,1,1,Spain,18
1,ponedeljek,8/20/18,10:00 PM,5,Athletic,14,CD Leganés,2,1,Spain,18
2,petek,8/24/18,8:15 PM,17,Getafe,15,SD Eibar,2,0,Spain,18
2,petek,8/24/18,10:15 PM,14,CD Leganés,6,Real Sociedad,2,2,Spain,18
2,sobota,8/25/18,6:15 PM,19,Alavés,20,Real Betis,0,0,Spain,18
2,sobota,8/25/18,8:15 PM,8,Atlético Madrid,18,Rayo Vallecano,1,0,Spain,18
2,sobota,8/25/18,10:15 PM,13,Real Valladolid,2,Barcelona,0,1,Spain,18
2,nedelja,8/26/18,6:15 PM,10,Espanyol,11,Valencia,2,0,Spain,18
2,nedelja,8/26/18,10:15 PM,12,Girona,4,Real Madrid,1,4,Spain,18
2,nedelja,8/26/18,10:15 PM,1,Sevilla FC,16,Villarreal,0,0,Spain,18
2,ponedeljek,8/27/18,8:15 PM,3,Levante,9,Celta de Vigo,1,2,Spain,18
2,ponedeljek,8/27/18,10:00 PM,5,Athletic,7,SD Huesca,2,2,Spain,18
3,petek,8/31/18,8:00 PM,11,Getafe,14,Real Valladolid,0,0,Spain,18
3,petek,8/31/18,10:00 PM,19,SD Eibar,4,Real Sociedad,2,1,Spain,18
3,petek,8/31/18,10:00 PM,13,Villarreal,16,Girona,0,1,Spain,18
3,sobota,9/1/18,6:30 PM,9,Celta de Vigo,5,Atlético Madrid,2,0,Spain,18
3,sobota,9/1/18,8:45 PM,1,Real Madrid,12,CD Leganés,4,1,Spain,18
3,nedelja,9/2/18,12:00 PM,10,Levante,15,Valencia,2,2,Spain,18
3,nedelja,9/2/18,4:15 PM,17,Alavés,8,Espanyol,2,1,Spain,18
3,nedelja,9/2/18,6:30 PM,2,Barcelona,6,SD Huesca,8,2,Spain,18
3,nedelja,9/2/18,8:45 PM,18,Real Betis,3,Sevilla FC,1,0,Spain,18
3,sreda,10/24/18,7:00 PM,20,Rayo Vallecano,7,Athletic,1,1,Spain,18
