kolo,dan,datum,ura,lestvica_domaci,domaca_ekipa,lestvica_gostje,gostujoca_ekipa,zadetki_domaci,zadetki_gostje,drzava,sezona
1,petek,8/16/19,7:30 PM,4,Denizlispor,15,Galatasaray,2,0,Turkey,19
1,sobota,8/17/19,6:15 PM,14,Genclerbirligi,7,C. Rizespor,0,1,Turkey,19
1,sobota,8/17/19,8:45 PM,12,Kayserispor,6,Alanyaspor,0,1,Turkey,19
1,sobota,8/17/19,8:45 PM,3,Sivasspor,17,Besiktas,3,0,Turkey,19
1,nedelja,8/18/19,6:15 PM,10,Konyaspor,11,Ankaragücü,0,0,Turkey,19
1,nedelja,8/18/19,8:45 PM,13,Göztepe,5,Antalyaspor,0,1,Turkey,19
1,nedelja,8/18/19,8:45 PM,9,Kasimpasa,8,Trabzonspor,1,1,Turkey,19
1,nedelja,8/18/19,8:45 PM,2,Y. Malatyaspor,16,Basaksehir,3,0,Turkey,19
1,ponedeljek,8/19/19,7:00 PM,1,Fenerbahce,18,Gaziantep FK,5,0,Turkey,19
2,petek,8/23/19,7:30 PM,17,Besiktas,13,Göztepe,3,0,Turkey,19
2,sobota,8/24/19,6:15 PM,11,Ankaragücü,12,Kayserispor,1,1,Turkey,19
2,sobota,8/24/19,8:45 PM,6,Alanyaspor,9,Kasimpasa,4,1,Turkey,19
2,sobota,8/24/19,8:45 PM,16,Basaksehir,1,Fenerbahce,1,2,Turkey,19
2,nedelja,8/25/19,6:15 PM,7,C. Rizespor,3,Sivasspor,2,1,Turkey,19
2,nedelja,8/25/19,6:15 PM,8,Trabzonspor,2,Y. Malatyaspor,2,1,Turkey,19
2,nedelja,8/25/19,8:45 PM,15,Galatasaray,10,Konyaspor,1,1,Turkey,19
2,nedelja,8/25/19,8:45 PM,5,Antalyaspor,4,Denizlispor,0,2,Turkey,19
2,ponedeljek,8/26/19,7:00 PM,18,Gaziantep FK,14,Genclerbirligi,4,1,Turkey,19
3,petek,8/30/19,7:30 PM,13,Kasimpasa,12,Ankaragücü,0,1,Turkey,19
3,petek,8/30/19,7:30 PM,14,Kayserispor,15,Galatasaray,2,3,Turkey,19
3,sobota,8/31/19,6:15 PM,11,Konyaspor,10,Antalyaspor,2,2,Turkey,19
3,sobota,8/31/19,8:45 PM,18,Göztepe,3,Denizlispor,0,0,Turkey,19
3,sobota,8/31/19,8:45 PM,6,Besiktas,4,C. Rizespor,1,1,Turkey,19
3,nedelja,9/1/19,6:15 PM,17,Genclerbirligi,16,Basaksehir,1,2,Turkey,19
3,nedelja,9/1/19,6:15 PM,8,Sivasspor,9,Gaziantep FK,1,1,Turkey,19
3,nedelja,9/1/19,8:45 PM,1,Fenerbahce,5,Trabzonspor,1,1,Turkey,19
3,nedelja,9/1/19,8:45 PM,7,Y. Malatyaspor,2,Alanyaspor,2,3,Turkey,19
4,petek,9/13/19,7:30 PM,10,Galatasaray,16,Kasimpasa,1,0,Turkey,19
4,sobota,9/14/19,4:00 PM,14,Basaksehir,7,Sivasspor,1,1,Turkey,19
4,sobota,9/14/19,7:00 PM,9,Gaziantep FK,8,Besiktas,3,2,Turkey,19
4,sobota,9/14/19,7:00 PM,11,Antalyaspor,15,Kayserispor,2,2,Turkey,19
4,nedelja,9/15/19,4:00 PM,6,Ankaragücü,12,Y. Malatyaspor,0,4,Turkey,19
4,nedelja,9/15/19,4:00 PM,4,C. Rizespor,17,Göztepe,0,0,Turkey,19
4,nedelja,9/15/19,7:00 PM,3,Denizlispor,13,Konyaspor,0,1,Turkey,19
4,nedelja,9/15/19,7:00 PM,5,Trabzonspor,18,Genclerbirligi,2,2,Turkey,19
4,ponedeljek,9/16/19,7:00 PM,1,Alanyaspor,2,Fenerbahce,3,1,Turkey,19
5,petek,9/20/19,7:30 PM,16,Göztepe,9,Konyaspor,1,0,Turkey,19
5,sobota,9/21/19,2:00 PM,18,Kasimpasa,11,Antalyaspor,3,0,Turkey,19
5,sobota,9/21/19,4:30 PM,15,Kayserispor,6,Denizlispor,1,1,Turkey,19
5,sobota,9/21/19,7:00 PM,4,Fenerbahce,12,Ankaragücü,2,1,Turkey,19
5,nedelja,9/22/19,1:00 PM,2,C. Rizespor,5,Gaziantep FK,1,2,Turkey,19
5,nedelja,9/22/19,3:30 PM,17,Genclerbirligi,1,Alanyaspor,1,1,Turkey,19
5,nedelja,9/22/19,6:00 PM,8,Y. Malatyaspor,3,Galatasaray,1,1,Turkey,19
5,ponedeljek,9/23/19,7:00 PM,10,Sivasspor,7,Trabzonspor,2,1,Turkey,19
5,ponedeljek,9/23/19,7:00 PM,13,Besiktas,14,Basaksehir,1,1,Turkey,19
6,petek,9/27/19,7:30 PM,13,Basaksehir,7,C. Rizespor,5,0,Turkey,19
6,sobota,9/28/19,2:00 PM,6,Denizlispor,16,Kasimpasa,0,1,Turkey,19
6,sobota,9/28/19,4:30 PM,1,Alanyaspor,4,Sivasspor,1,1,Turkey,19
6,sobota,9/28/19,7:00 PM,5,Galatasaray,2,Fenerbahce,0,0,Turkey,19
6,nedelja,9/29/19,1:00 PM,10,Konyaspor,17,Kayserispor,2,1,Turkey,19
6,nedelja,9/29/19,3:30 PM,11,Antalyaspor,8,Y. Malatyaspor,3,0,Turkey,19
6,nedelja,9/29/19,3:30 PM,14,Ankaragücü,18,Genclerbirligi,2,1,Turkey,19
6,nedelja,9/29/19,6:00 PM,9,Trabzonspor,12,Besiktas,4,1,Turkey,19
6,ponedeljek,9/30/19,7:00 PM,3,Gaziantep FK,15,Göztepe,1,1,Turkey,19
7,petek,10/4/19,7:30 PM,13,Y. Malatyaspor,10,Denizlispor,5,1,Turkey,19
7,petek,10/4/19,7:30 PM,2,Fenerbahce,8,Antalyaspor,0,1,Turkey,19
7,sobota,10/5/19,2:00 PM,14,Kasimpasa,5,Konyaspor,1,4,Turkey,19
7,sobota,10/5/19,4:30 PM,15,Göztepe,17,Kayserispor,4,0,Turkey,19
7,sobota,10/5/19,7:00 PM,18,Genclerbirligi,6,Galatasaray,0,0,Turkey,19
7,nedelja,10/6/19,1:00 PM,4,Sivasspor,11,Ankaragücü,3,1,Turkey,19
7,nedelja,10/6/19,3:30 PM,16,Besiktas,1,Alanyaspor,2,0,Turkey,19
7,nedelja,10/6/19,6:00 PM,3,Gaziantep FK,9,Basaksehir,1,2,Turkey,19
