kolo,dan,datum,ura,lestvica_domaci,domaca_ekipa,lestvica_gostje,gostujoca_ekipa,zadetki_domaci,zadetki_gostje,drzava,sezona
1,petek,8/9/19,8:45 PM,20,Monaco,1,Olympique Lyon,0,3,France,19
1,sobota,8/10/19,12:00 AM,9,Stade Brestois,12,Toulouse,1,1,France,19
1,sobota,8/10/19,5:30 PM,18,Marseille,4,Stade Reims,0,2,France,19
1,sobota,8/10/19,8:00 PM,3,SCO Angers,17,G. Bordeaux,3,1,France,19
1,sobota,8/10/19,8:00 PM,14,Dijon,7,Saint-Étienne,1,2,France,19
1,sobota,8/10/19,8:00 PM,16,Montpellier,8,Stade Rennais,0,1,France,19
1,sobota,8/10/19,8:00 PM,6,OGC Nice,13,Amiens SC,2,1,France,19
1,nedelja,8/11/19,3:00 PM,5,LOSC Lille,15,FC Nantes,2,1,France,19
1,nedelja,8/11/19,5:00 PM,11,R. Strasbourg,10,FC Metz,1,1,France,19
1,nedelja,8/11/19,9:00 PM,2,Paris SG,19,Nîmes Olympique,3,0,France,19
2,petek,8/16/19,8:45 PM,1,Olympique Lyon,3,SCO Angers,6,0,France,19
2,sobota,8/17/19,5:30 PM,15,FC Nantes,18,Marseille,0,0,France,19
2,sobota,8/17/19,8:00 PM,10,FC Metz,20,Monaco,3,0,France,19
2,sobota,8/17/19,8:00 PM,12,Toulouse,14,Dijon,1,0,France,19
2,sobota,8/17/19,8:00 PM,19,Nîmes Olympique,6,OGC Nice,1,2,France,19
2,sobota,8/17/19,8:00 PM,13,Amiens SC,5,LOSC Lille,1,0,France,19
2,sobota,8/17/19,8:00 PM,17,G. Bordeaux,16,Montpellier,1,1,France,19
2,nedelja,8/18/19,3:00 PM,7,Saint-Étienne,9,Stade Brestois,1,1,France,19
2,nedelja,8/18/19,5:00 PM,4,Stade Reims,11,R. Strasbourg,0,0,France,19
2,nedelja,8/18/19,9:00 PM,8,Stade Rennais,2,Paris SG,2,1,France,19
3,sobota,8/24/19,8:00 PM,9,Amiens SC,15,FC Nantes,1,2,France,19
3,sobota,8/24/19,8:00 PM,18,Dijon,16,G. Bordeaux,0,2,France,19
3,sobota,8/24/19,8:00 PM,11,SCO Angers,4,FC Metz,3,0,France,19
3,sobota,8/24/19,8:00 PM,12,Stade Brestois,5,Stade Reims,1,0,France,19
3,nedelja,8/25/19,3:00 PM,20,Monaco,19,Nîmes Olympique,2,2,France,19
3,nedelja,8/25/19,5:00 PM,13,R. Strasbourg,3,Stade Rennais,0,2,France,19
3,nedelja,8/25/19,9:00 PM,8,Paris SG,7,Toulouse,4,0,France,19
3,torek,8/27/19,7:00 PM,14,Montpellier,1,Olympique Lyon,1,0,France,19
3,sreda,8/28/19,7:00 PM,10,LOSC Lille,6,Saint-Étienne,3,0,France,19
3,sreda,8/28/19,9:00 PM,2,OGC Nice,17,Marseille,1,2,France,19
4,petek,8/30/19,8:45 PM,10,FC Metz,3,Paris SG,0,2,France,19
4,sobota,8/31/19,5:30 PM,2,Olympique Lyon,9,G. Bordeaux,1,1,France,19
4,sobota,8/31/19,8:00 PM,6,SCO Angers,20,Dijon,2,0,France,19
4,sobota,8/31/19,8:00 PM,15,Toulouse,16,Amiens SC,2,0,France,19
4,sobota,8/31/19,8:00 PM,11,FC Nantes,12,Montpellier,1,0,France,19
4,sobota,8/31/19,8:00 PM,18,Nîmes Olympique,7,Stade Brestois,3,0,France,19
4,nedelja,9/1/19,3:00 PM,8,Stade Reims,4,LOSC Lille,2,0,France,19
