kolo,dan,datum,ura,id_domaci,lestvica_domaci,domaca_ekipa,id_gostje,lestvica_gostje,gostujoca_ekipa,zadetki_domaci,tocke_domaci,zadetki_gostje,tocke_gostje,razlika_ekip,visja_na_lestvici,nizja_na_lestvici,remi
24,sobota,2/15/20,6:30 PM,1050,8,Villarreal,3368,11,Levante,2,3,1,0,3,8,11,0
24,sobota,2/15/20,9:00 PM,16795,10,Granada CF,366,15,Real Valladolid,2,3,1,0,5,10,15,0
24,nedelja,2/16/20,12:00 PM,368,5,Sevilla FC,714,20,Espanyol,2,1,2,1,15,5,20,1
24,nedelja,2/16/20,2:00 PM,1244,18,CD Leganés,150,13,Real Betis,0,1,0,1,5,13,18,1
24,nedelja,2/16/20,6:30 PM,621,9,Athletic,331,12,CA Osasuna,0,0,1,3,3,9,12,0
24,nedelja,2/16/20,9:00 PM,418,1,Real Madrid,940,17,Celta de Vigo,2,1,2,1,16,1,17,1
24,torek,3/10/20,8:00 PM,1533,16,SD Eibar,681,6,Real Sociedad,1,0,2,3,10,6,16,0
25,petek,2/21/20,9:00 PM,150,12,Real Betis,237,17,RCD Mallorca,3,1,3,1,5,12,17,1
25,sobota,2/22/20,1:00 PM,940,18,Celta de Vigo,1244,19,CD Leganés,1,3,0,0,1,18,19,0
25,sobota,2/22/20,4:00 PM,131,2,FC Barcelona,1533,16,SD Eibar,5,3,0,0,14,2,16,0
25,sobota,2/22/20,6:30 PM,681,5,Real Sociedad,1049,7,Valencia,3,3,0,0,2,5,7,0
25,sobota,2/22/20,9:00 PM,3368,13,Levante,418,1,Real Madrid,1,3,0,0,12,1,13,0
25,nedelja,2/23/20,12:00 PM,331,11,CA Osasuna,16795,9,Granada CF,0,0,3,3,2,9,11,0
25,nedelja,2/23/20,2:00 PM,1108,14,Alavés,621,10,Athletic,2,3,1,0,4,10,14,0
25,nedelja,2/23/20,4:00 PM,366,15,Real Valladolid,714,20,Espanyol,2,3,1,0,5,15,20,0
25,nedelja,2/23/20,6:30 PM,3709,3,Getafe,368,4,Sevilla FC,0,0,3,3,1,3,4,0
25,nedelja,2/23/20,9:00 PM,13,6,Atlético Madrid,1050,8,Villarreal,3,3,1,0,2,6,8,0
26,petek,2/28/20,9:00 PM,681,4,Real Sociedad,366,15,Real Valladolid,1,3,0,0,11,4,15,0
26,sobota,2/29/20,1:00 PM,1533,16,SD Eibar,3368,10,Levante,3,3,0,0,6,10,16,0
26,sobota,2/29/20,4:00 PM,1049,7,Valencia,150,13,Real Betis,2,3,1,0,6,7,13,0
26,sobota,2/29/20,6:30 PM,1244,19,CD Leganés,1108,14,Alavés,1,1,1,1,5,14,19,1
26,sobota,2/29/20,9:00 PM,16795,9,Granada CF,940,17,Celta de Vigo,0,1,0,1,8,9,17,1
26,nedelja,3/1/20,12:00 PM,368,3,Sevilla FC,331,12,CA Osasuna,3,3,2,0,9,3,12,0
26,nedelja,3/1/20,2:00 PM,621,11,Athletic,1050,8,Villarreal,1,3,0,0,3,8,11,0
26,nedelja,3/1/20,4:00 PM,714,20,Espanyol,13,5,Atlético Madrid,1,1,1,1,15,5,20,1
26,nedelja,3/1/20,6:30 PM,237,18,RCD Mallorca,3709,6,Getafe,0,0,1,3,12,6,18,0
26,nedelja,3/1/20,9:00 PM,418,2,Real Madrid,131,1,FC Barcelona,2,3,0,0,1,1,2,0
27,petek,3/6/20,9:00 PM,1108,13,Alavés,1049,7,Valencia,1,1,1,1,6,7,13,1
27,sobota,3/7/20,1:00 PM,1533,16,SD Eibar,237,18,RCD Mallorca,1,0,2,3,2,16,18,0
27,sobota,3/7/20,4:00 PM,13,6,Atlético Madrid,368,3,Sevilla FC,2,1,2,1,3,3,6,1
27,sobota,3/7/20,6:30 PM,131,2,FC Barcelona,681,4,Real Sociedad,1,3,0,0,2,2,4,0
27,sobota,3/7/20,9:00 PM,3709,5,Getafe,940,17,Celta de Vigo,0,1,0,1,12,5,17,1
27,nedelja,3/8/20,12:00 PM,331,12,CA Osasuna,714,20,Espanyol,1,3,0,0,8,12,20,0
27,nedelja,3/8/20,2:00 PM,366,15,Real Valladolid,621,10,Athletic,1,0,4,3,5,10,15,0
27,nedelja,3/8/20,4:00 PM,3368,11,Levante,16795,9,Granada CF,1,1,1,1,2,9,11,1
27,nedelja,3/8/20,6:30 PM,1050,8,Villarreal,1244,19,CD Leganés,1,0,2,3,11,8,19,0
27,nedelja,3/8/20,9:00 PM,150,14,Real Betis,418,1,Real Madrid,2,3,1,0,13,1,14,0
28,četrtek,6/11/20,10:00 PM,368,3,Sevilla FC,150,12,Real Betis,2,3,0,0,9,3,12,0
28,petek,6/12/20,7:30 PM,16795,8,Granada CF,3709,4,Getafe,2,3,1,0,4,4,8,0
28,petek,6/12/20,10:00 PM,1049,7,Valencia,3368,13,Levante,1,1,1,1,6,7,13,1
28,sobota,6/13/20,2:00 PM,714,20,Espanyol,1108,14,Alavés,2,3,0,0,6,14,20,0
28,sobota,6/13/20,5:00 PM,940,17,Celta de Vigo,1050,9,Villarreal,0,0,1,3,8,9,17,0
28,sobota,6/13/20,7:30 PM,1244,19,CD Leganés,366,15,Real Valladolid,1,0,2,3,4,15,19,0
28,sobota,6/13/20,10:00 PM,237,18,RCD Mallorca,131,1,FC Barcelona,0,0,4,3,17,1,18,0
28,nedelja,6/14/20,2:00 PM,621,10,Athletic,13,6,Atlético Madrid,1,1,1,1,4,6,10,1
28,nedelja,6/14/20,7:30 PM,418,2,Real Madrid,1533,16,SD Eibar,3,3,1,0,14,2,16,0
28,nedelja,6/14/20,10:00 PM,681,5,Real Sociedad,331,11,CA Osasuna,1,1,1,1,6,5,11,1
29,ponedeljek,6/15/20,7:30 PM,3368,12,Levante,368,3,Sevilla FC,1,1,1,1,9,3,12,1
29,ponedeljek,6/15/20,10:00 PM,150,13,Real Betis,16795,8,Granada CF,2,1,2,1,5,8,13,1
29,torek,6/16/20,7:30 PM,3709,6,Getafe,714,20,Espanyol,0,1,0,1,14,6,20,1
29,torek,6/16/20,7:30 PM,1050,9,Villarreal,237,18,RCD Mallorca,1,3,0,0,9,9,18,0
29,torek,6/16/20,10:00 PM,131,1,FC Barcelona,1244,19,CD Leganés,2,3,0,0,18,1,19,0
29,sreda,6/17/20,7:30 PM,1533,16,SD Eibar,621,10,Athletic,2,1,2,1,6,10,16,1
29,sreda,6/17/20,7:30 PM,366,15,Real Valladolid,940,17,Celta de Vigo,0,1,0,1,2,15,17,1
29,sreda,6/17/20,10:00 PM,331,11,CA Osasuna,13,5,Atlético Madrid,0,0,5,3,6,5,11,0
29,četrtek,6/18/20,7:30 PM,1108,14,Alavés,681,4,Real Sociedad,2,3,0,0,10,4,14,0
29,četrtek,6/18/20,10:00 PM,418,2,Real Madrid,1049,7,Valencia,3,3,0,0,5,2,7,0
30,petek,6/19/20,7:30 PM,16795,9,Granada CF,1050,7,Villarreal,0,0,1,3,2,7,9,0
30,petek,6/19/20,7:30 PM,237,18,RCD Mallorca,1244,20,CD Leganés,1,1,1,1,2,18,20,1
30,petek,6/19/20,10:00 PM,368,3,Sevilla FC,131,1,FC Barcelona,0,1,0,1,2,1,3,1
30,sobota,6/20/20,2:00 PM,714,19,Espanyol,3368,13,Levante,1,0,3,3,6,13,19,0
30,sobota,6/20/20,5:00 PM,621,10,Athletic,150,14,Real Betis,1,3,0,0,4,10,14,0
30,sobota,6/20/20,7:30 PM,3709,5,Getafe,1533,16,SD Eibar,1,1,1,1,11,5,16,1
30,sobota,6/20/20,10:00 PM,13,4,Atlético Madrid,366,15,Real Valladolid,1,3,0,0,11,4,15,0
30,nedelja,6/21/20,2:00 PM,940,17,Celta de Vigo,1108,12,Alavés,6,3,0,0,5,12,17,0
30,nedelja,6/21/20,7:30 PM,1049,8,Valencia,331,11,CA Osasuna,2,3,0,0,3,8,11,0
30,nedelja,6/21/20,10:00 PM,681,6,Real Sociedad,418,2,Real Madrid,1,0,2,3,4,2,6,0
31,ponedeljek,6/22/20,7:30 PM,1050,6,Villarreal,368,3,Sevilla FC,2,1,2,1,3,3,6,1
31,ponedeljek,6/22/20,10:00 PM,1244,19,CD Leganés,16795,10,Granada CF,0,1,0,1,9,10,19,1
31,torek,6/23/20,7:30 PM,3368,11,Levante,13,4,Atlético Madrid,0,0,1,3,7,4,11,0
31,torek,6/23/20,7:30 PM,366,15,Real Valladolid,3709,5,Getafe,1,1,1,1,10,5,15,1
31,torek,6/23/20,10:00 PM,131,2,FC Barcelona,621,9,Athletic,1,3,0,0,7,2,9,0
31,sreda,6/24/20,7:30 PM,1108,13,Alavés,331,12,CA Osasuna,0,0,1,3,1,12,13,0
31,sreda,6/24/20,7:30 PM,681,7,Real Sociedad,940,16,Celta de Vigo,0,0,1,3,9,7,16,0
31,sreda,6/24/20,10:00 PM,418,1,Real Madrid,237,18,RCD Mallorca,2,3,0,0,17,1,18,0
31,četrtek,6/25/20,7:30 PM,1533,17,SD Eibar,1049,8,Valencia,1,3,0,0,9,8,17,0
31,četrtek,6/25/20,10:00 PM,150,14,Real Betis,714,20,Espanyol,1,3,0,0,6,14,20,0
32,petek,6/26/20,10:00 PM,368,4,Sevilla FC,366,15,Real Valladolid,1,1,1,1,11,4,15,1
32,sobota,6/27/20,2:00 PM,621,10,Athletic,237,18,RCD Mallorca,3,3,1,0,8,10,18,0
32,sobota,6/27/20,5:00 PM,940,16,Celta de Vigo,131,2,FC Barcelona,2,1,2,1,14,2,16,1
32,sobota,6/27/20,7:30 PM,331,11,CA Osasuna,1244,19,CD Leganés,2,3,1,0,8,11,19,0
32,sobota,6/27/20,10:00 PM,13,3,Atlético Madrid,1108,14,Alavés,2,3,1,0,11,3,14,0
32,nedelja,6/28/20,2:00 PM,3368,12,Levante,150,13,Real Betis,4,3,2,0,1,12,13,0
32,nedelja,6/28/20,5:00 PM,1050,6,Villarreal,1049,8,Valencia,2,3,0,0,2,6,8,0
32,nedelja,6/28/20,7:30 PM,16795,9,Granada CF,1533,17,SD Eibar,1,0,2,3,8,9,17,0
32,nedelja,6/28/20,10:00 PM,714,20,Espanyol,418,1,Real Madrid,0,0,1,3,19,1,20,0
32,ponedeljek,6/29/20,10:00 PM,3709,5,Getafe,681,7,Real Sociedad,2,3,1,0,2,5,7,0
33,torek,6/30/20,7:30 PM,237,18,RCD Mallorca,940,17,Celta de Vigo,5,3,1,0,1,17,18,0
33,torek,6/30/20,9:00 PM,1244,19,CD Leganés,368,4,Sevilla FC,0,0,3,3,15,4,19,0
33,torek,6/30/20,10:00 PM,131,2,FC Barcelona,13,3,Atlético Madrid,2,1,2,1,1,2,3,1
33,sreda,7/1/20,7:30 PM,1108,14,Alavés,16795,10,Granada CF,0,0,2,3,4,10,14,0
33,sreda,7/1/20,7:30 PM,1049,8,Valencia,621,9,Athletic,0,0,2,3,1,8,9,0
33,sreda,7/1/20,10:00 PM,150,13,Real Betis,1050,6,Villarreal,0,0,2,3,7,6,13,0
33,sreda,7/1/20,10:00 PM,366,15,Real Valladolid,3368,12,Levante,0,1,0,1,3,12,15,1
33,četrtek,7/2/20,7:30 PM,1533,16,SD Eibar,331,11,CA Osasuna,0,0,2,3,5,11,16,0
33,četrtek,7/2/20,7:30 PM,681,7,Real Sociedad,714,20,Espanyol,2,3,1,0,13,7,20,0
33,četrtek,7/2/20,10:00 PM,418,1,Real Madrid,3709,5,Getafe,1,3,0,0,4,1,5,0
34,petek,7/3/20,10:00 PM,13,3,Atlético Madrid,237,18,RCD Mallorca,3,3,0,0,15,3,18,0
34,sobota,7/4/20,5:00 PM,940,17,Celta de Vigo,150,13,Real Betis,1,1,1,1,4,13,17,1
34,sobota,7/4/20,7:30 PM,366,14,Real Valladolid,1108,15,Alavés,1,3,0,0,1,14,15,0
34,sobota,7/4/20,10:00 PM,16795,10,Granada CF,1049,9,Valencia,2,1,2,1,1,9,10,1
34,nedelja,7/5/20,2:00 PM,621,8,Athletic,418,1,Real Madrid,0,0,1,3,7,1,8,0
34,nedelja,7/5/20,5:00 PM,714,20,Espanyol,1244,19,CD Leganés,0,0,1,3,1,19,20,0
34,nedelja,7/5/20,7:30 PM,331,11,CA Osasuna,3709,6,Getafe,0,1,0,1,5,6,11,1
34,nedelja,7/5/20,10:00 PM,1050,5,Villarreal,131,2,FC Barcelona,1,0,4,3,3,2,5,0
34,ponedeljek,7/6/20,7:30 PM,3368,12,Levante,681,7,Real Sociedad,1,1,1,1,5,7,12,1
34,ponedeljek,7/6/20,10:00 PM,368,4,Sevilla FC,1533,16,SD Eibar,1,3,0,0,12,4,16,0
35,torek,7/7/20,7:30 PM,1049,9,Valencia,366,13,Real Valladolid,2,3,1,0,4,9,13,0
35,torek,7/7/20,10:00 PM,940,16,Celta de Vigo,13,3,Atlético Madrid,1,1,1,1,13,3,16,1
35,sreda,7/8/20,8:30 PM,150,14,Real Betis,331,11,CA Osasuna,3,3,0,0,3,11,14,0
35,sreda,7/8/20,8:30 PM,3709,6,Getafe,1050,5,Villarreal,1,0,3,3,1,5,6,0
35,sreda,7/8/20,10:00 PM,131,2,FC Barcelona,714,20,Espanyol,1,3,0,0,18,2,20,0
35,četrtek,7/9/20,7:30 PM,1533,17,SD Eibar,1244,19,CD Leganés,0,1,0,1,2,17,19,1
35,četrtek,7/9/20,7:30 PM,237,18,RCD Mallorca,3368,12,Levante,2,3,0,0,6,12,18,0
35,četrtek,7/9/20,10:00 PM,621,8,Athletic,368,4,Sevilla FC,1,0,2,3,4,4,8,0
35,petek,7/10/20,7:30 PM,681,7,Real Sociedad,16795,10,Granada CF,2,0,3,3,3,7,10,0
35,petek,7/10/20,10:00 PM,418,1,Real Madrid,1108,15,Alavés,2,3,0,0,14,1,15,0
36,sobota,7/11/20,5:00 PM,331,11,CA Osasuna,940,16,Celta de Vigo,2,3,1,0,5,11,16,0
36,sobota,7/11/20,7:30 PM,366,14,Real Valladolid,131,2,FC Barcelona,0,0,1,3,12,2,14,0
36,sobota,7/11/20,10:00 PM,13,4,Atlético Madrid,150,13,Real Betis,1,3,0,0,9,4,13,0
36,nedelja,7/12/20,2:00 PM,714,20,Espanyol,1533,15,SD Eibar,0,0,2,3,5,15,20,0
36,nedelja,7/12/20,5:00 PM,3368,12,Levante,621,10,Athletic,1,0,2,3,2,10,12,0
36,nedelja,7/12/20,7:30 PM,1244,19,CD Leganés,1049,8,Valencia,1,3,0,0,11,8,19,0
36,nedelja,7/12/20,10:00 PM,368,3,Sevilla FC,237,18,RCD Mallorca,2,3,0,0,15,3,18,0
36,ponedeljek,7/13/20,7:30 PM,1108,17,Alavés,3709,6,Getafe,0,1,0,1,11,6,17,1
36,ponedeljek,7/13/20,7:30 PM,1050,5,Villarreal,681,7,Real Sociedad,1,0,2,3,2,5,7,0
36,ponedeljek,7/13/20,10:00 PM,16795,9,Granada CF,418,1,Real Madrid,1,0,2,3,8,1,9,0
37,četrtek,7/16/20,6:30 PM,1533,15,SD Eibar,366,14,Real Valladolid,3,3,1,0,1,14,15,0
37,četrtek,7/16/20,9:00 PM,621,8,Athletic,1244,18,CD Leganés,0,0,2,3,10,8,18,0
37,četrtek,7/16/20,9:00 PM,131,2,FC Barcelona,331,11,CA Osasuna,1,0,2,3,9,2,11,0
37,četrtek,7/16/20,9:00 PM,150,13,Real Betis,1108,17,Alavés,1,0,2,3,4,13,17,0
37,četrtek,7/16/20,9:00 PM,940,16,Celta de Vigo,3368,12,Levante,2,0,3,3,4,12,16,0
37,četrtek,7/16/20,9:00 PM,3709,6,Getafe,13,4,Atlético Madrid,0,0,2,3,2,4,6,0
37,četrtek,7/16/20,9:00 PM,237,19,RCD Mallorca,16795,10,Granada CF,1,0,2,3,9,10,19,0
37,četrtek,7/16/20,9:00 PM,418,1,Real Madrid,1050,5,Villarreal,2,3,1,0,4,1,5,0
37,četrtek,7/16/20,9:00 PM,681,7,Real Sociedad,368,3,Sevilla FC,0,1,0,1,4,3,7,1
37,četrtek,7/16/20,9:00 PM,1049,9,Valencia,714,20,Espanyol,1,3,0,0,11,9,20,0
38,nedelja,7/19/20,5:00 PM,1108,15,Alavés,131,2,FC Barcelona,0,0,5,3,13,2,15,0
38,nedelja,7/19/20,6:30 PM,1050,5,Villarreal,1533,13,SD Eibar,4,3,0,0,8,5,13,0
38,nedelja,7/19/20,6:30 PM,366,16,Real Valladolid,150,14,Real Betis,2,3,0,0,2,14,16,0
38,nedelja,7/19/20,9:00 PM,1244,18,CD Leganés,418,1,Real Madrid,2,1,2,1,17,1,18,1
38,nedelja,7/19/20,9:00 PM,368,4,Sevilla FC,1049,8,Valencia,1,3,0,0,4,4,8,0
38,nedelja,7/19/20,9:00 PM,714,20,Espanyol,940,17,Celta de Vigo,0,1,0,1,3,17,20,1
38,nedelja,7/19/20,9:00 PM,3368,12,Levante,3709,7,Getafe,1,3,0,0,5,7,12,0
38,nedelja,7/19/20,9:00 PM,16795,9,Granada CF,621,10,Athletic,4,3,0,0,1,9,10,0
38,nedelja,7/19/20,9:00 PM,331,11,CA Osasuna,237,19,RCD Mallorca,2,1,2,1,8,11,19,1
38,nedelja,7/19/20,9:00 PM,13,3,Atlético Madrid,681,6,Real Sociedad,1,1,1,1,3,3,6,1
