kolo,dan,datum,ura,id_domaci,lestvica_domaci,domaca_ekipa,id_gostje,lestvica_gostje,gostujoca_ekipa,zadetki_domaci,tocke_domaci,zadetki_gostje,tocke_gostje,razlika_ekip,visja_na_lestvici,nizja_na_lestvici,remi
24,nedelja,2/16/20,12:30 PM,410,15,Udinese Calcio,276,6,Hellas Verona,0,1,0,1,9,6,15,1
24,nedelja,2/16/20,3:00 PM,506,1,Juventus,19,19,Brescia,2,3,0,0,18,1,19,0
24,nedelja,2/16/20,3:00 PM,1038,16,Sampdoria,430,14,Fiorentina,1,0,5,3,2,14,16,0
24,nedelja,2/16/20,3:00 PM,6574,12,Sassuolo,130,10,Parma,0,0,1,3,2,10,12,0
24,nedelja,2/16/20,6:00 PM,1390,9,Cagliari Calcio,6195,11,SSC Napoli,0,0,1,3,2,9,11,0
24,nedelja,2/16/20,8:45 PM,398,3,Lazio,46,2,Inter,2,3,1,0,1,2,3,0
24,ponedeljek,2/17/20,8:45 PM,5,8,AC Milan,416,13,Torino,1,3,0,0,5,8,13,0
25,petek,2/21/20,8:45 PM,19,19,Brescia,6195,10,SSC Napoli,1,0,2,3,9,10,19,0
25,sobota,2/22/20,3:00 PM,1025,9,Bologna,410,15,Udinese Calcio,1,1,1,1,6,9,15,1
25,sobota,2/22/20,6:00 PM,2722,20,SPAL,506,1,Juventus,1,0,2,3,19,1,20,0
25,sobota,2/22/20,8:45 PM,430,13,Fiorentina,5,6,AC Milan,1,1,1,1,7,6,13,1
25,nedelja,2/23/20,12:30 PM,252,18,Genoa,398,2,Lazio,2,0,3,3,16,2,18,0
25,nedelja,2/23/20,6:00 PM,12,5,AS Roma,1005,16,Lecce,4,3,0,0,11,5,16,0
25,sobota,6/20/20,7:30 PM,416,14,Torino,130,8,Parma,1,1,1,1,6,8,14,1
25,sobota,6/20/20,9:45 PM,276,7,Hellas Verona,1390,11,Cagliari Calcio,2,3,1,0,4,7,11,0
25,nedelja,6/21/20,7:30 PM,800,4,Atalanta,6574,12,Sassuolo,4,3,1,0,8,4,12,0
25,nedelja,6/21/20,9:45 PM,46,3,Inter,1038,17,Sampdoria,2,3,1,0,14,3,17,0
26,sobota,2/29/20,3:00 PM,398,2,Lazio,1025,10,Bologna,2,3,0,0,8,2,10,0
26,sobota,2/29/20,8:45 PM,6195,9,SSC Napoli,416,14,Torino,2,3,1,0,5,9,14,0
26,nedelja,3/1/20,3:00 PM,1005,16,Lecce,800,4,Atalanta,2,0,7,3,12,4,16,0
26,nedelja,3/1/20,6:00 PM,1390,11,Cagliari Calcio,12,5,AS Roma,3,0,4,3,6,5,11,0
26,nedelja,3/8/20,1:45 PM,130,8,Parma,2722,20,SPAL,0,0,1,3,12,8,20,0
26,nedelja,3/8/20,3:00 PM,5,7,AC Milan,252,18,Genoa,1,0,2,3,11,7,18,0
26,nedelja,3/8/20,3:00 PM,1038,17,Sampdoria,276,6,Hellas Verona,2,3,1,0,11,6,17,0
26,nedelja,3/8/20,6:00 PM,410,15,Udinese Calcio,430,12,Fiorentina,0,1,0,1,3,12,15,1
26,nedelja,3/8/20,8:45 PM,506,1,Juventus,46,3,Inter,2,3,0,0,2,1,3,0
26,ponedeljek,3/9/20,6:30 PM,6574,13,Sassuolo,19,19,Brescia,3,3,0,0,6,13,19,0
27,ponedeljek,6/22/20,7:30 PM,430,13,Fiorentina,19,20,Brescia,1,1,1,1,7,13,20,1
27,ponedeljek,6/22/20,7:30 PM,1005,18,Lecce,5,8,AC Milan,1,0,4,3,10,8,18,0
27,ponedeljek,6/22/20,9:45 PM,1025,10,Bologna,506,1,Juventus,0,0,2,3,9,1,10,0
27,torek,6/23/20,7:30 PM,2722,19,SPAL,1390,11,Cagliari Calcio,0,0,1,3,8,11,19,0
27,torek,6/23/20,7:30 PM,276,7,Hellas Verona,6195,6,SSC Napoli,0,0,2,3,1,6,7,0
27,torek,6/23/20,9:45 PM,252,17,Genoa,130,9,Parma,1,0,4,3,8,9,17,0
27,torek,6/23/20,9:45 PM,416,15,Torino,410,14,Udinese Calcio,1,3,0,0,1,14,15,0
27,sreda,6/24/20,7:30 PM,46,3,Inter,6574,12,Sassuolo,3,1,3,1,9,3,12,1
27,sreda,6/24/20,9:45 PM,800,4,Atalanta,398,2,Lazio,3,3,2,0,2,2,4,0
27,sreda,6/24/20,9:45 PM,12,5,AS Roma,1038,16,Sampdoria,2,3,1,0,11,5,16,0
28,petek,6/26/20,9:45 PM,506,1,Juventus,1005,18,Lecce,4,3,0,0,17,1,18,0
28,sobota,6/27/20,5:15 PM,19,20,Brescia,252,17,Genoa,2,1,2,1,3,17,20,1
28,sobota,6/27/20,7:30 PM,1390,10,Cagliari Calcio,416,13,Torino,4,3,2,0,3,10,13,0
28,sobota,6/27/20,9:45 PM,398,2,Lazio,430,14,Fiorentina,2,3,1,0,12,2,14,0
28,nedelja,6/28/20,5:15 PM,5,7,AC Milan,12,5,AS Roma,2,3,0,0,2,5,7,0
28,nedelja,6/28/20,7:30 PM,410,15,Udinese Calcio,800,4,Atalanta,2,0,3,3,11,4,15,0
28,nedelja,6/28/20,7:30 PM,1038,16,Sampdoria,1025,11,Bologna,1,0,2,3,5,11,16,0
28,nedelja,6/28/20,7:30 PM,6574,12,Sassuolo,276,9,Hellas Verona,3,1,3,1,3,9,12,1
28,nedelja,6/28/20,7:30 PM,6195,6,SSC Napoli,2722,19,SPAL,3,3,1,0,13,6,19,0
28,nedelja,6/28/20,9:45 PM,130,8,Parma,46,3,Inter,1,0,2,3,5,3,8,0
29,torek,6/30/20,7:30 PM,416,13,Torino,398,2,Lazio,1,0,2,3,11,2,13,0
29,torek,6/30/20,9:45 PM,252,17,Genoa,506,1,Juventus,1,0,3,3,16,1,17,0
29,sreda,7/1/20,7:30 PM,46,3,Inter,19,19,Brescia,6,3,0,0,16,3,19,0
29,sreda,7/1/20,7:30 PM,1025,11,Bologna,1390,10,Cagliari Calcio,1,1,1,1,1,10,11,1
29,sreda,7/1/20,9:45 PM,2722,20,SPAL,5,7,AC Milan,2,1,2,1,13,7,20,1
29,sreda,7/1/20,9:45 PM,276,8,Hellas Verona,130,9,Parma,3,3,2,0,1,8,9,0
29,sreda,7/1/20,9:45 PM,1005,18,Lecce,1038,16,Sampdoria,1,0,2,3,2,16,18,0
29,sreda,7/1/20,9:45 PM,430,14,Fiorentina,6574,12,Sassuolo,1,0,3,3,2,12,14,0
29,četrtek,7/2/20,7:30 PM,800,4,Atalanta,6195,6,SSC Napoli,2,3,0,0,2,4,6,0
29,četrtek,7/2/20,9:45 PM,12,5,AS Roma,410,15,Udinese Calcio,0,0,2,3,10,5,15,0
30,sobota,7/4/20,5:15 PM,506,1,Juventus,416,13,Torino,4,3,1,0,12,1,13,0
30,sobota,7/4/20,7:30 PM,6574,12,Sassuolo,1005,18,Lecce,4,3,2,0,6,12,18,0
30,sobota,7/4/20,9:45 PM,398,2,Lazio,5,7,AC Milan,0,0,3,3,5,2,7,0
30,nedelja,7/5/20,5:15 PM,46,3,Inter,1025,11,Bologna,1,0,2,3,8,3,11,0
30,nedelja,7/5/20,7:30 PM,1390,9,Cagliari Calcio,800,4,Atalanta,0,0,1,3,5,4,9,0
30,nedelja,7/5/20,7:30 PM,130,10,Parma,430,14,Fiorentina,1,0,2,3,4,10,14,0
30,nedelja,7/5/20,7:30 PM,410,15,Udinese Calcio,252,17,Genoa,2,1,2,1,2,15,17,1
30,nedelja,7/5/20,7:30 PM,19,20,Brescia,276,8,Hellas Verona,2,3,0,0,12,8,20,0
30,nedelja,7/5/20,7:30 PM,1038,16,Sampdoria,2722,19,SPAL,3,3,0,0,3,16,19,0
30,nedelja,7/5/20,9:45 PM,6195,6,SSC Napoli,12,5,AS Roma,2,3,1,0,1,5,6,0
31,torek,7/7/20,7:30 PM,1005,18,Lecce,398,2,Lazio,2,3,1,0,16,2,18,0
31,torek,7/7/20,9:45 PM,5,7,AC Milan,506,1,Juventus,4,3,2,0,6,1,7,0
31,sreda,7/8/20,7:30 PM,430,13,Fiorentina,1390,11,Cagliari Calcio,0,1,0,1,2,11,13,1
31,sreda,7/8/20,7:30 PM,252,17,Genoa,6195,6,SSC Napoli,1,0,2,3,11,6,17,0
31,sreda,7/8/20,9:45 PM,416,16,Torino,19,19,Brescia,3,3,1,0,3,16,19,0
31,sreda,7/8/20,9:45 PM,12,5,AS Roma,130,12,Parma,2,3,1,0,7,5,12,0
31,sreda,7/8/20,9:45 PM,800,4,Atalanta,1038,14,Sampdoria,2,3,0,0,10,4,14,0
31,sreda,7/8/20,9:45 PM,1025,9,Bologna,6574,10,Sassuolo,1,0,2,3,1,9,10,0
31,četrtek,7/9/20,7:30 PM,2722,20,SPAL,410,15,Udinese Calcio,0,0,3,3,5,15,20,0
31,četrtek,7/9/20,9:45 PM,276,8,Hellas Verona,46,3,Inter,2,1,2,1,5,3,8,1
32,sobota,7/11/20,5:15 PM,398,2,Lazio,6574,8,Sassuolo,1,0,2,3,6,2,8,0
32,sobota,7/11/20,7:30 PM,19,19,Brescia,12,5,AS Roma,0,0,3,3,14,5,19,0
32,sobota,7/11/20,9:45 PM,506,1,Juventus,800,3,Atalanta,2,1,2,1,2,1,3,1
32,nedelja,7/12/20,5:15 PM,252,18,Genoa,2722,20,SPAL,2,3,0,0,2,18,20,0
32,nedelja,7/12/20,7:30 PM,130,12,Parma,1025,10,Bologna,2,1,2,1,2,10,12,1
32,nedelja,7/12/20,7:30 PM,430,13,Fiorentina,276,9,Hellas Verona,1,1,1,1,4,9,13,1
32,nedelja,7/12/20,7:30 PM,1390,11,Cagliari Calcio,1005,17,Lecce,0,1,0,1,6,11,17,1
32,nedelja,7/12/20,7:30 PM,410,14,Udinese Calcio,1038,16,Sampdoria,1,0,3,3,2,14,16,0
32,nedelja,7/12/20,9:45 PM,6195,6,SSC Napoli,5,7,AC Milan,2,1,2,1,1,6,7,1
32,ponedeljek,7/13/20,9:45 PM,46,4,Inter,416,15,Torino,3,3,1,0,11,4,15,0
33,torek,7/14/20,9:45 PM,800,4,Atalanta,19,19,Brescia,6,3,2,0,15,4,19,0
33,sreda,7/15/20,7:30 PM,1038,14,Sampdoria,1390,11,Cagliari Calcio,3,3,0,0,3,11,14,0
33,sreda,7/15/20,7:30 PM,1025,10,Bologna,6195,6,SSC Napoli,1,1,1,1,4,6,10,1
33,sreda,7/15/20,7:30 PM,5,7,AC Milan,130,12,Parma,3,3,1,0,5,7,12,0
33,sreda,7/15/20,9:45 PM,1005,18,Lecce,430,13,Fiorentina,1,0,3,3,5,13,18,0
33,sreda,7/15/20,9:45 PM,12,5,AS Roma,276,9,Hellas Verona,2,3,1,0,4,5,9,0
33,sreda,7/15/20,9:45 PM,6574,8,Sassuolo,506,1,Juventus,3,1,3,1,7,1,8,1
33,sreda,7/15/20,9:45 PM,410,15,Udinese Calcio,398,3,Lazio,0,1,0,1,12,3,15,1
33,četrtek,7/16/20,7:30 PM,416,16,Torino,252,17,Genoa,3,3,0,0,1,16,17,0
33,četrtek,7/16/20,9:45 PM,2722,20,SPAL,46,2,Inter,0,0,4,3,18,2,20,0
34,sobota,7/18/20,5:15 PM,276,9,Hellas Verona,800,3,Atalanta,1,1,1,1,6,3,9,1
34,sobota,7/18/20,7:30 PM,1390,11,Cagliari Calcio,6574,8,Sassuolo,1,1,1,1,3,8,11,1
34,sobota,7/18/20,9:45 PM,5,6,AC Milan,1025,10,Bologna,5,3,1,0,4,6,10,0
34,nedelja,7/19/20,5:15 PM,130,12,Parma,1038,14,Sampdoria,2,0,3,3,2,12,14,0
34,nedelja,7/19/20,7:30 PM,252,17,Genoa,1005,18,Lecce,2,3,1,0,1,17,18,0
34,nedelja,7/19/20,7:30 PM,19,19,Brescia,2722,20,SPAL,2,3,1,0,1,19,20,0
34,nedelja,7/19/20,7:30 PM,430,13,Fiorentina,416,15,Torino,2,3,0,0,2,13,15,0
34,nedelja,7/19/20,7:30 PM,6195,7,SSC Napoli,410,16,Udinese Calcio,2,3,1,0,9,7,16,0
34,nedelja,7/19/20,9:45 PM,12,5,AS Roma,46,2,Inter,2,1,2,1,3,2,5,1
34,ponedeljek,7/20/20,9:45 PM,506,1,Juventus,398,4,Lazio,2,3,1,0,3,1,4,0
35,torek,7/21/20,7:30 PM,800,3,Atalanta,1025,10,Bologna,1,3,0,0,7,3,10,0
35,torek,7/21/20,9:45 PM,6574,8,Sassuolo,5,6,AC Milan,1,0,2,3,2,6,8,0
35,sreda,7/22/20,7:30 PM,130,14,Parma,6195,7,SSC Napoli,2,3,1,0,7,7,14,0
35,sreda,7/22/20,9:45 PM,1005,18,Lecce,19,19,Brescia,3,3,1,0,1,18,19,0
35,sreda,7/22/20,9:45 PM,46,2,Inter,430,12,Fiorentina,0,1,0,1,10,2,12,1
35,sreda,7/22/20,9:45 PM,1038,13,Sampdoria,252,17,Genoa,1,0,2,3,4,13,17,0
35,sreda,7/22/20,9:45 PM,416,15,Torino,276,9,Hellas Verona,1,1,1,1,6,9,15,1
35,sreda,7/22/20,9:45 PM,2722,20,SPAL,12,5,AS Roma,1,0,6,3,15,5,20,0
35,četrtek,7/23/20,7:30 PM,410,16,Udinese Calcio,506,1,Juventus,2,3,1,0,15,1,16,0
35,četrtek,7/23/20,9:45 PM,398,4,Lazio,1390,11,Cagliari Calcio,2,3,1,0,7,4,11,0
36,petek,7/24/20,9:45 PM,5,6,AC Milan,800,2,Atalanta,1,1,1,1,4,2,6,1
36,sobota,7/25/20,5:15 PM,19,19,Brescia,130,12,Parma,1,0,2,3,7,12,19,0
36,sobota,7/25/20,7:30 PM,252,17,Genoa,46,3,Inter,0,0,3,3,14,3,17,0
36,sobota,7/25/20,9:45 PM,6195,7,SSC Napoli,6574,8,Sassuolo,2,3,0,0,1,7,8,0
36,nedelja,7/26/20,5:15 PM,1025,11,Bologna,1005,18,Lecce,3,3,2,0,7,11,18,0
36,nedelja,7/26/20,7:30 PM,12,5,AS Roma,430,10,Fiorentina,2,3,1,0,5,5,10,0
36,nedelja,7/26/20,7:30 PM,276,9,Hellas Verona,398,4,Lazio,1,0,5,3,5,4,9,0
36,nedelja,7/26/20,7:30 PM,2722,20,SPAL,416,16,Torino,1,1,1,1,4,16,20,1
36,nedelja,7/26/20,7:30 PM,1390,13,Cagliari Calcio,410,15,Udinese Calcio,0,0,1,3,2,13,15,0
36,nedelja,7/26/20,9:45 PM,506,1,Juventus,1038,14,Sampdoria,2,3,0,0,13,1,14,0
37,torek,7/28/20,7:30 PM,130,11,Parma,800,3,Atalanta,1,0,2,3,8,3,11,0
37,torek,7/28/20,9:45 PM,46,2,Inter,6195,7,SSC Napoli,2,3,0,0,5,2,7,0
37,sreda,7/29/20,7:30 PM,398,4,Lazio,19,19,Brescia,2,3,0,0,15,4,19,0
37,sreda,7/29/20,7:30 PM,6574,8,Sassuolo,252,17,Genoa,5,3,0,0,9,8,17,0
37,sreda,7/29/20,7:30 PM,410,13,Udinese Calcio,1005,18,Lecce,1,0,2,3,5,13,18,0
37,sreda,7/29/20,7:30 PM,1038,15,Sampdoria,5,6,AC Milan,1,0,4,3,9,6,15,0
37,sreda,7/29/20,7:30 PM,276,9,Hellas Verona,2722,20,SPAL,3,3,0,0,11,9,20,0
37,sreda,7/29/20,9:45 PM,430,12,Fiorentina,1025,10,Bologna,4,3,0,0,2,10,12,0
37,sreda,7/29/20,9:45 PM,1390,14,Cagliari Calcio,506,1,Juventus,2,3,0,0,13,1,14,0
37,sreda,7/29/20,9:45 PM,416,16,Torino,12,5,AS Roma,2,0,3,3,11,5,16,0
38,sobota,8/1/20,6:00 PM,19,19,Brescia,1038,15,Sampdoria,1,1,1,1,4,15,19,1
38,sobota,8/1/20,8:45 PM,5,6,AC Milan,1390,13,Cagliari Calcio,3,3,0,0,7,6,13,0
38,sobota,8/1/20,8:45 PM,800,3,Atalanta,46,2,Inter,0,0,2,3,1,2,3,0
38,sobota,8/1/20,8:45 PM,6195,7,SSC Napoli,398,4,Lazio,3,3,1,0,3,4,7,0
38,sobota,8/1/20,8:45 PM,506,1,Juventus,12,5,AS Roma,1,0,3,3,4,1,5,0
38,nedelja,8/2/20,6:00 PM,2722,20,SPAL,430,10,Fiorentina,1,0,3,3,10,10,20,0
38,nedelja,8/2/20,8:45 PM,252,17,Genoa,276,9,Hellas Verona,3,3,0,0,8,9,17,0
38,nedelja,8/2/20,8:45 PM,1005,18,Lecce,130,11,Parma,3,0,4,3,7,11,18,0
38,nedelja,8/2/20,8:45 PM,1025,12,Bologna,416,16,Torino,1,1,1,1,4,12,16,1
38,nedelja,8/2/20,8:45 PM,6574,8,Sassuolo,410,14,Udinese Calcio,0,0,1,3,6,8,14,0
